="",="year",="YOB",="GDR",="Total",="Male",="Female",="Obsv_Total",="Obsv_Male",="Obsv_Female"
="r1",=".",=".",=".",=".",=".",=".",=".",=".",="."
"11","2013","1971","1","8.096515","8.415842","7.719298","151","85","66"
"12","2013","1971","1","8.042895","8.514851","7.48538","150","86","64"
"1","2013","1972","1","10.23936","9.329829","11.17093","154","71","83"
"2","2013","1972","1","9.308511","11.03811","7.537012","140","84","56"
"3","2013","1972","1","10.77128","10.11827","11.44011","162","77","85"
"4","2013","1972","1","8.909574","8.015769","9.825034","134","61","73"
"5","2013","1972","1","9.840426","9.986859","9.690444","148","76","72"
"6","2013","1972","1","9.973404","11.16951","8.748318","150","85","65"
"7","2013","1972","1","7.380319","7.095926","7.671602","111","54","57"
"8","2013","1972","1","6.449468","6.96452","5.921938","97","53","44"
"9","2013","1972","1","6.848404","6.176084","7.537012","103","47","56"
"10","2013","1972","1","6.582447","6.701708","6.460296","99","51","48"
"11","2013","1972","1","6.117021","5.387648","6.864065","92","41","51"
"12","2013","1972","1","7.579787","8.015769","7.133244","114","61","53"
"1","2013","1973","1","8.121827","9.269663","6.896552","112","66","46"
"2","2013","1973","1","8.121827","8.707865","7.496252","112","62","50"
"3","2013","1973","1","10.29732","10.81461","9.745127","142","77","65"
"4","2013","1973","1","9.427121","8.988764","9.895052","130","64","66"
"5","2013","1973","1","8.992023","8.988764","8.995502","124","64","60"
"6","2013","1973","1","7.68673","8.707865","6.596702","106","62","44"
"7","2013","1973","1","7.251632","7.022472","7.496252","100","50","50"
"8","2013","1973","1","8.121827","7.162921","9.145427","112","51","61"
"9","2013","1973","1","8.121827","7.58427","8.695652","112","54","58"
"10","2013","1973","1","7.759246","7.44382","8.095952","107","53","54"
"11","2013","1973","1","8.556925","8.146067","8.995502","118","58","60"
"12","2013","1973","1","7.541697","7.162921","7.946027","104","51","53"
"1","2013","1974","1","8.79527","9.90991","7.714702","119","66","53"
"2","2013","1974","1","8.277901","9.60961","6.9869","112","64","48"
"3","2013","1974","1","7.908352","8.258258","7.569141","107","55","52"
"4","2013","1974","1","9.903917","9.90991","9.898108","134","66","68"
"5","2013","1974","1","9.756098","10.66066","8.879185","132","71","61"
"6","2013","1974","1","8.57354","7.807808","9.315866","116","52","64"
"7","2013","1974","1","8.351811","7.207207","9.461426","113","48","65"
"8","2013","1974","1","7.834442","6.756757","8.879185","106","45","61"
"9","2013","1974","1","9.386548","10.81081","8.005822","127","72","55"
"10","2013","1974","1","6.282336","5.405405","7.13246","85","36","49"
"11","2013","1974","1","6.725795","6.006006","7.423581","91","40","51"
"12","2013","1974","1","8.203991","7.657658","8.733624","111","51","60"
"1","2013","1975","1","8.272859","7.23589","9.315866","114","50","64"
"2","2013","1975","1","9.288824","8.827786","9.752547","128","61","67"
"3","2013","1975","1","8.708273","8.53835","8.879185","120","59","61"
"4","2013","1975","1","8.92598","9.551375","8.296943","123","66","57"
"5","2013","1975","1","8.490566","7.670043","9.315866","117","53","64"
"6","2013","1975","1","7.982583","7.814761","8.151383","110","54","56"
"7","2013","1975","1","8.635704","9.985528","7.27802","119","69","50"
"8","2013","1975","1","9.216255","8.53835","9.898108","127","59","68"
"9","2013","1975","1","7.256894","7.959479","6.550218","100","55","45"
"10","2013","1975","1","8.490566","9.551375","7.423581","117","66","51"
"11","2013","1975","1","6.458636","6.078148","6.841339","89","42","47"
"12","2013","1975","1","8.272859","8.248915","8.296943","114","57","57"
"1","2013","1976","1","7.925569","7.956104","7.894737","115","58","57"
"2","2013","1976","1","7.167471","6.995885","7.34072","104","51","53"
"3","2013","1976","1","10.06203","10.01372","10.1108","146","73","73"
"4","2013","1976","1","8.339076","9.465021","7.202216","121","69","52"
"5","2013","1976","1","8.339076","7.681756","9.00277","121","56","65"
"6","2013","1976","1","8.54583","9.739369","7.34072","124","71","53"
"7","2013","1976","1","9.510682","11.11111","7.894737","138","81","57"
"8","2013","1976","1","8.339076","8.230453","8.448753","121","60","61"
"9","2013","1976","1","9.23501","8.504801","9.972299","134","62","72"
"10","2013","1976","1","7.649897","6.17284","9.141274","111","45","66"
"11","2013","1976","1","8.132323","7.681756","8.587258","118","56","62"
"12","2013","1976","1","6.753963","6.447188","7.063712","98","47","51"
"1","2013","1977","1","8","7.681564","8.300395","118","55","63"
"2","2013","1977","1","8.271186","7.26257","9.222661","122","52","70"
"3","2013","1977","1","10.23729","10.19553","10.27668","151","73","78"
"4","2013","1977","1","8.813559","8.240223","9.354414","130","59","71"
"5","2013","1977","1","8.271186","9.916201","6.719368","122","71","51"
"6","2013","1977","1","7.661017","8.240223","7.114625","113","59","54"
"7","2013","1977","1","9.355932","9.217877","9.486166","138","66","72"
"8","2013","1977","1","8","9.217877","6.85112","118","66","52"
"9","2013","1977","1","7.322034","8.659218","6.060606","108","62","46"
"10","2013","1977","1","8.474576","8.100559","8.827404","125","58","67"
"11","2013","1977","1","7.186441","5.726257","8.5639","106","41","65"
"12","2013","1977","1","8.40678","7.541899","9.222661","124","54","70"
"1","2013","1978","1","8.539765","10.23018","6.781915","131","80","51"
"2","2013","1978","1","7.953064","6.777494","9.175532","122","53","69"
"3","2013","1978","1","9.452412","9.846547","9.042553","145","77","68"
"4","2013","1978","1","8.018253","6.649616","9.441489","123","52","71"
"5","2013","1978","1","10.23468","10.48593","9.973404","157","82","75"
"6","2013","1978","1","7.431551","7.289003","7.579787","114","57","57"
"7","2013","1978","1","7.822686","7.289003","8.37766","120","57","63"
"8","2013","1978","1","7.757497","6.905371","8.643617","119","54","65"
"9","2013","1978","1","9.191656","10.35806","7.978723","141","81","60"
"10","2013","1978","1","8.996089","9.207161","8.776596","138","72","66"
"11","2013","1978","1","7.366362","8.056266","6.648936","113","63","50"
"12","2013","1978","1","7.235984","6.905371","7.579787","111","54","57"
"1","2013","1979","1","7.826649","7.888041","7.763158","121","62","59"
"2","2013","1979","1","8.538163","8.651399","8.421053","132","68","64"
"3","2013","1979","1","9.637775","8.778626","10.52632","149","69","80"
"4","2013","1979","1","8.990944","9.796438","8.157895","139","77","62"
"5","2013","1979","1","9.055627","9.414758","8.684211","140","74","66"
"6","2013","1979","1","7.503234","7.506361","7.5","116","59","57"
"7","2013","1979","1","8.538163","8.524173","8.552632","132","67","65"
"8","2013","1979","1","7.503234","7.251908","7.763158","116","57","59"
"9","2013","1979","1","8.538163","8.142494","8.947368","132","64","68"
"10","2013","1979","1","8.408797","8.778626","8.026316","130","69","61"
"11","2013","1979","1","8.214748","7.888041","8.552632","127","62","65"
"12","2013","1979","1","7.244502","7.379135","7.105263","112","58","54"
"1","2013","1980","1","9.908257","11.48148","8.363636","162","93","69"
"2","2013","1980","1","8.501529","8.024691","8.969697","139","65","74"
"3","2013","1980","1","8.379205","7.654321","9.090909","137","62","75"
"4","2013","1980","1","7.889908","7.037037","8.727273","129","57","72"
"5","2013","1980","1","8.623853","8.888889","8.363636","141","72","69"
"6","2013","1980","1","7.767584","8.148148","7.393939","127","66","61"
"7","2013","1980","1","7.522936","7.283951","7.757576","123","59","64"
"8","2013","1980","1","8.256881","8.024691","8.484848","135","65","70"
"9","2013","1980","1","8.990826","9.135802","8.848485","147","74","73"
"10","2013","1980","1","9.541284","9.62963","9.454545","156","78","78"
"11","2013","1980","1","7.155963","6.666667","7.636364","117","54","63"
"12","2013","1980","1","7.461774","8.024691","6.909091","122","65","57"
"1","2013","1981","1","8.165829","7.628129","8.76494","130","64","66"
"2","2013","1981","1","7.223618","7.38975","7.038513","115","62","53"
"3","2013","1981","1","9.798995","9.058403","10.62417","156","76","80"
"4","2013","1981","1","8.040201","8.462455","7.569721","128","71","57"
"5","2013","1981","1","8.542714","9.177592","7.835325","136","77","59"
"6","2013","1981","1","8.479899","7.628129","9.428951","135","64","71"
"7","2013","1981","1","7.537688","7.508939","7.569721","120","63","57"
"8","2013","1981","1","9.170854","9.415971","8.897742","146","79","67"
"9","2013","1981","1","8.542714","8.820024","8.233732","136","74","62"
"10","2013","1981","1","7.286432","7.866508","6.640106","116","66","50"
"11","2013","1981","1","9.233668","8.939213","9.561753","147","75","72"
"12","2013","1981","1","7.977387","8.104887","7.835325","127","68","59"
"1","2013","1982","1","7.085644","6.769596","7.426376","115","57","58"
"2","2013","1982","1","7.147258","7.007126","7.298335","116","59","57"
"3","2013","1982","1","9.488601","9.619952","9.346991","154","81","73"
"4","2013","1982","1","8.872458","9.857482","7.810499","144","83","61"
"5","2013","1982","1","8.934073","8.669834","9.21895","145","73","72"
"6","2013","1982","1","7.085644","8.07601","6.017926","115","68","47"
"7","2013","1982","1","7.948244","8.432304","7.426376","129","71","58"
"8","2013","1982","1","8.934073","8.194774","9.731114","145","69","76"
"9","2013","1982","1","7.701787","7.007126","8.450704","125","59","66"
"10","2013","1982","1","8.810844","7.957245","9.731114","143","67","76"
"11","2013","1982","1","9.426987","9.501188","9.346991","153","80","73"
"12","2013","1982","1","8.564387","8.907363","8.194622","139","75","64"
"1","2013","1983","1","8.409506","7.957245","8.886108","138","67","71"
"2","2013","1983","1","6.764168","7.244656","6.257822","111","61","50"
"3","2013","1983","1","9.140768","8.551069","9.762203","150","72","78"
"4","2013","1983","1","9.140768","9.382423","8.886108","150","79","71"
"5","2013","1983","1","10.11578","10.45131","9.762203","166","88","78"
"6","2013","1983","1","9.323583","8.907363","9.762203","153","75","78"
"7","2013","1983","1","8.775137","9.263658","8.260325","144","78","66"
"8","2013","1983","1","7.86106","8.788599","6.883605","129","74","55"
"9","2013","1983","1","7.49543","7.83848","7.133917","123","66","57"
"10","2013","1983","1","9.811091","9.857482","9.762203","161","83","78"
"11","2013","1983","1","6.946984","5.819477","8.135169","114","49","65"
"12","2013","1983","1","6.215722","5.938242","6.508135","102","50","52"
"1","2013","1984","1","7.935484","7.503234","8.365508","123","58","65"
"2","2013","1984","1","8.903226","8.667529","9.137709","138","67","71"
"3","2013","1984","1","8.516129","8.150065","8.880309","132","63","69"
"4","2013","1984","1","7.806452","7.6326","7.979408","121","59","62"
"5","2013","1984","1","8.580645","10.60802","6.563707","133","82","51"
"6","2013","1984","1","8.709677","9.443726","7.979408","135","73","62"
"7","2013","1984","1","9.290323","9.831824","8.751609","144","76","68"
"8","2013","1984","1","9.032258","8.150065","9.90991","140","63","77"
"9","2013","1984","1","7.870968","7.6326","8.108108","122","59","63"
"10","2013","1984","1","7.806452","6.338939","9.266409","121","49","72"
"11","2013","1984","1","8","9.31436","6.692407","124","72","52"
"12","2013","1984","1","7.548387","6.727038","8.365508","117","52","65"
"1","2013","1985","1","9.401159","10.89109","7.785235","146","88","58"
"2","2013","1985","1","8.048938","7.920792","8.187919","125","64","61"
"3","2013","1985","1","9.723117","9.034653","10.4698","151","73","78"
"4","2013","1985","1","7.018674","8.168317","5.771812","109","66","43"
"5","2013","1985","1","9.401159","9.282178","9.530201","146","75","71"
"6","2013","1985","1","7.855763","8.168317","7.516779","122","66","56"
"7","2013","1985","1","9.143593","9.653465","8.590604","142","78","64"
"8","2013","1985","1","9.143593","9.034653","9.261745","142","73","69"
"9","2013","1985","1","8.370895","7.79703","8.993289","130","63","67"
"10","2013","1985","1","7.211848","6.683168","7.785235","112","54","58"
"11","2013","1985","1","6.889891","6.311881","7.516779","107","51","56"
"12","2013","1985","1","7.791372","7.054455","8.590604","121","57","64"
"1","2013","1986","1","8.106436","8.214286","7.989691","131","69","62"
"2","2013","1986","1","9.282178","9.404762","9.149485","150","79","71"
"3","2013","1986","1","8.106436","8.809524","7.345361","131","74","57"
"4","2013","1986","1","8.168317","9.880952","6.314433","132","83","49"
"5","2013","1986","1","8.292079","8.452381","8.118557","134","71","63"
"6","2013","1986","1","8.292079","7.97619","8.634021","134","67","67"
"7","2013","1986","1","7.487624","7.857143","7.087629","121","66","55"
"8","2013","1986","1","9.405941","7.619048","11.34021","152","64","88"
"9","2013","1986","1","9.158416","8.095238","10.30928","148","68","80"
"10","2013","1986","1","7.30198","7.380952","7.216495","118","62","56"
"11","2013","1986","1","8.35396","8.095238","8.634021","135","68","67"
"12","2013","1986","1","8.044554","8.214286","7.860825","130","69","61"
"1","2013","1987","1","8.4","7.306434","9.603842","147","67","80"
"2","2013","1987","1","7.885714","8.505998","7.202881","138","78","60"
"3","2013","1987","1","9.6","9.269357","9.963986","168","85","83"
"4","2013","1987","1","7.942857","7.197383","8.763505","139","66","73"
"5","2013","1987","1","7.885714","9.487459","6.122449","138","87","51"
"6","2013","1987","1","8.971429","9.923664","7.923169","157","91","66"
"7","2013","1987","1","8.571429","8.505998","8.643457","150","78","72"
"8","2013","1987","1","8.4","8.833152","7.923169","147","81","66"
"9","2013","1987","1","8.742857","9.051254","8.403361","153","83","70"
"10","2013","1987","1","8.285714","7.524537","9.123649","145","69","76"
"11","2013","1987","1","7.142857","7.197383","7.082833","125","66","59"
"12","2013","1987","1","8.171429","7.197383","9.243697","143","66","77"
"1","2013","1988","1","8.323058","6.922126","9.717097","135","56","79"
"2","2013","1988","1","8.261406","9.023486","7.503075","134","73","61"
"3","2013","1988","1","8.816276","8.529048","9.102091","143","69","74"
"4","2013","1988","1","7.953144","7.416564","8.487085","129","60","69"
"5","2013","1988","1","8.816276","9.641533","7.99508","143","78","65"
"6","2013","1988","1","9.74106","10.01236","9.471095","158","81","77"
"7","2013","1988","1","8.076449","8.15822","7.99508","131","66","65"
"8","2013","1988","1","9.802713","10.38319","9.225092","159","84","75"
"9","2013","1988","1","7.768187","8.15822","7.380074","126","66","60"
"10","2013","1988","1","7.459926","8.034611","6.888069","121","65","56"
"11","2013","1988","1","7.521578","6.798517","8.241082","122","55","67"
"12","2013","1988","1","7.459926","6.922126","7.99508","121","56","65"
